order_id|customer_id|order_date|order_time|order_status|payment_method|shipping_address|shipping_city|shipping_state|shipping_postal_code|order_total|tax_amount|shipping_fee|discount_code|discount_amount|notes
341|268|2025-04-15|09:48:11|pending|credit_card|260 Kevin Path Suite 872|Nealhaven|PW|46653|722.95|57.84|0.0||0.0|
968|421|2025-05-19|09:48:11|cancelled|bank_transfer|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|4718.55|377.48|0.0||0.0|
47|224|2025-07-22|09:48:11|shipped|debit_card|563 Miller Plain Suite 628|Jasonhaven|OH|41428|83.6|6.26|5.3||0.0|
245|222|2025-04-27|09:48:11|shipped|paypal|2478 Oconnor Courts|Port Jameschester|WI|01364|2664.24|213.14|0.0|LEADER|0.0|
1925|152|2025-09-02|09:48:11|delivered|credit_card|8157 Jacob Parkway|Castrotown|AZ|32927|1168.89|93.13|4.8|EDUCATION|0.0|
340|431|2025-06-01|09:48:11|shipped|debit_card|29618 Jesse Drive Suite 260|New Elizabethshire|NC|01661|695.01|55.6|0.0||0.0|
1086|52|2025-09-07|09:48:11|delivered|paypal|3210 Dougherty Way Suite 325|Jamesburgh|NM|67967|94.7|6.76|10.23||0.0|
692|499|2025-09-07|09:48:11|cancelled|bank_transfer|45238 Morales Dam Suite 866|West Michelleshire|NY|54963|3908.5|312.52|2.0||0.0|
458|227|2025-07-21|09:48:11|pending|debit_card|59408 David Inlet|Kevinfort|AK|19227|2103.94|167.58|9.15||0.0|
698|204|2025-05-25|09:48:11|processing|paypal|36442 Mcdaniel Freeway Suite 312|North John|GU|41204|4351.92|347.23|11.6|NOW|0.0|
897|384|2025-08-30|09:48:11|delivered|bank_transfer|401 Erickson Skyway|Jasonland|AR|99482|5202.04|416.16|0.0||0.0|
422|249|2025-05-22|09:48:11|cancelled|bank_transfer|48413 Jenkins Track|West Charlesville|NY|43232|1958.25|156.66|0.0||0.0|
158|139|2025-09-17|09:48:11|delivered|credit_card|4564 Kevin Alley|Lake Sandrafort|ME|01698|1750.15|140.01|0.0||0.0|Opportunity change part son low star television foreign.
247|5|2025-09-13|09:48:11|pending|bank_transfer|8713 Caleb Brooks Apt. 930|Lake Crystalbury|CA|04618|4905.61|392.45|0.0||0.0|
1288|274|2025-08-14|09:48:11|processing|credit_card|50975 Gomez Avenue Suite 265|North Allison|MH|20648|1435.12|116.79|2.75||27.54|
20|379|2025-05-10|09:48:11|processing|bank_transfer|20734 Garrett Ville Suite 950|West Anthonyfort|AZ|96832|8528.62|682.29|0.0||0.0|
747|434|2025-07-21|09:48:11|delivered|credit_card|891 Soto Groves Suite 983|West Teresa|ID|44409|3141.03|250.3|12.26||0.0|Poor suggest six better short spring ago.
674|11|2025-09-19|09:48:11|pending|paypal|16073 Lisa Mount Suite 433|Lake Jamesmouth|KY|09600|825.35|66.03|0.0||0.0|
1073|449|2025-07-23|09:48:11|pending|bank_transfer|91090 Kristine Lock|Rodriguezshire|LA|81167|5394.09|431.2|4.08||0.0|
1819|245|2025-08-06|09:48:11|cancelled|paypal|33738 Sharp Mountain Suite 153|Carrillochester|IL|57999|4033.18|326.65|0.0||49.9|
1978|142|2025-05-14|09:48:11|delivered|credit_card|435 Michelle Forge Apt. 365|East Laurashire|DE|52380|2771.17|220.75|11.76||0.0|
584|249|2025-06-20|09:48:11|cancelled|credit_card|48413 Jenkins Track|West Charlesville|NY|43232|3946.04|314.48|15.02|EXAMPLE|0.0|
1328|26|2025-09-22|09:48:11|shipped|bank_transfer|4997 Sean Orchard|Gibsonmouth|VI|25228|383.46|30.68|0.0||0.0|
1947|442|2025-06-14|09:48:11|delivered|debit_card|04787 Pierce Stream Suite 878|Alexandrachester|GA|66450|2870.47|229.64|0.0||0.0|
1595|289|2025-09-09|09:48:11|shipped|bank_transfer|59503 Martin Coves|Jacobborough|SC|04743|2402.94|192.24|0.0||0.0|
1789|421|2025-04-25|09:48:11|shipped|debit_card|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|5184.52|417.39|0.79||33.59|
1040|265|2025-08-30|09:48:11|processing|debit_card|277 Merritt Fords|Port Kaitlin|WA|85860|2682.16|214.57|0.0||0.0|
1479|263|2025-08-18|09:48:11|processing|credit_card|9040 Melanie Manors Suite 528|North Randall|ND|60873|118.68|9.49|0.0||0.0|
1575|271|2025-04-10|09:48:11|shipped|bank_transfer|25625 Woods Crossroad|Alberthaven|VT|20881|565.89|44.72|6.87||0.0|
1264|371|2025-07-18|09:48:11|processing|debit_card|7452 Cook Knoll|Shannonchester|OK|52083|1634.92|133.3|10.13||41.43|
1803|324|2025-04-08|09:48:11|cancelled|paypal|56033 Brianna Forks Suite 890|East Samuelport|AZ|41674|7786.83|622.95|0.0||0.0|
1401|26|2025-05-23|09:48:11|cancelled|credit_card|4997 Sean Orchard|Gibsonmouth|VI|25228|1430.16|114.41|0.0||0.0|
727|429|2025-09-04|09:48:11|pending|credit_card|9680 Richards Square Suite 274|Ronaldberg|MP|10570|6218.1|496.92|6.58||0.0|Special worker ok reflect audience.
319|428|2025-04-21|09:48:11|delivered|credit_card|0717 Stephens Corner|Lake Maria|SC|12822|2094.38|166.41|14.27||0.0|
795|237|2025-05-14|09:48:11|processing|bank_transfer|110 Nicholas Vista Apt. 207|North Ericaside|AR|39156|114.01|8.05|13.33||0.0|
1291|22|2025-09-13|09:48:11|delivered|debit_card|9649 Chelsea Streets Apt. 334|East Aaronmouth|UT|78333|510.26|40.82|0.0||0.0|
215|115|2025-08-25|09:48:11|cancelled|paypal|39452 William Square|Jenniferstad|OH|63464|2578.01|205.74|6.27||0.0|
94|52|2025-07-23|09:48:11|processing|bank_transfer|3210 Dougherty Way Suite 325|Jamesburgh|NM|67967|4768.06|381.19|3.14|GROUND|0.0|
850|226|2025-08-15|09:48:11|shipped|paypal|8698 Wiggins Prairie|Fieldsmouth|UT|64666|849.74|67.98|0.0||0.0|
1137|38|2025-09-25|09:48:11|delivered|bank_transfer|68388 Jones Wall|South Andrewland|VI|41534|2839.18|227.13|0.0||0.0|
1336|406|2025-09-14|09:48:11|delivered|bank_transfer|874 Theresa Shore|South Thomas|NJ|22843|2040.0|162.03|14.62||0.0|
956|331|2025-08-03|09:48:11|processing|bank_transfer|5137 Cox Knoll|South Kristie|IN|75125|2957.95|236.64|0.0||0.0|
1831|355|2025-04-11|09:48:11|delivered|credit_card|6156 Ronald Haven|Paulfort|AZ|34713|7693.27|618.21|0.0||34.3|
203|155|2025-08-06|09:48:11|cancelled|paypal|7722 Jeremy Lodge|West Stephaniebury|WA|88494|673.24|53.86|0.0||0.0|
1531|262|2025-04-12|09:48:11|delivered|bank_transfer|712 Davis Square Suite 399|Lake Matthewfurt|SD|84662|2358.14|187.94|8.86||0.0|
1017|156|2025-06-28|09:48:11|processing|paypal|0388 Terrell Canyon Suite 803|Scottport|WI|37976|4591.79|366.89|5.66||0.0|
1413|165|2025-06-28|09:48:11|pending|paypal|016 Christopher Lock Apt. 997|Larryborough|VT|99906|4452.21|355.96|2.72||0.0|
1771|347|2025-09-24|09:48:11|cancelled|bank_transfer|563 Patrick Fall Apt. 375|North Brenda|MA|12835|5241.84|418.23|14.0|EXECUTIVE|0.0|
493|227|2025-09-16|09:48:11|shipped|bank_transfer|59408 David Inlet|Kevinfort|AK|19227|3443.8|275.5|0.0||0.0|
240|442|2025-09-22|09:48:11|shipped|credit_card|04787 Pierce Stream Suite 878|Alexandrachester|GA|66450|3989.79|321.53|9.52|STRONG|38.87|
973|3|2025-06-18|09:48:11|processing|credit_card|653 William Course Apt. 122|Carlsonfurt|MS|78605|1442.23|114.54|10.51||0.0|
610|33|2025-05-21|09:48:11|cancelled|credit_card|2904 Vanessa Plains|North Michael|WY|31687|4164.33|332.88|3.32||0.0|
1677|188|2025-05-26|09:48:11|pending|credit_card|3754 Eddie Haven|Huberburgh|VT|70666|4263.99|341.06|0.8||0.0|
28|170|2025-07-08|09:48:11|shipped|paypal|097 Jennifer Grove Suite 895|North Ashleystad|DE|76557|4772.49|381.8|0.0||0.0|How western hear light sign wife year.
67|23|2025-04-05|09:48:11|cancelled|bank_transfer|24994 Martinez Spurs|Kimton|FM|57127|149.0|11.92|0.0|DEVELOP|0.0|
1717|461|2025-06-22|09:48:11|processing|paypal|694 Wright Walks Apt. 649|Lake Johnny|DC|76079|1586.01|126.88|0.0||0.0|
1809|126|2025-07-02|09:48:11|shipped|debit_card|1777 Brittany Rue Suite 030|New Brittany|DC|83016|2047.17|166.16|0.6||30.43|
1628|162|2025-04-27|09:48:11|pending|bank_transfer|95512 Pittman Junction|Simsburgh|OK|79889|4527.44|362.2|0.0||0.0|Subject least place first.
102|137|2025-04-29|09:48:11|delivered|paypal|449 Nelson Mills Suite 987|Lake Jimmy|KS|98002|4247.83|338.83|12.49|RISK|0.0|
1989|397|2025-07-21|09:48:11|delivered|credit_card|0803 Kurt Radial Apt. 508|North Tammyfurt|ID|46607|4795.16|387.34|1.77||48.4|
1276|227|2025-08-23|09:48:11|delivered|bank_transfer|59408 David Inlet|Kevinfort|AK|19227|5509.77|440.78|0.0||0.0|
1213|485|2025-07-22|09:48:11|pending|paypal|656 Sandra Forge Apt. 876|Lake Mariaberg|WI|25442|3271.91|260.82|11.65|MEDICAL|0.0|
241|197|2025-08-01|09:48:11|delivered|debit_card|275 Hawkins Canyon|West Tristanfurt|LA|60393|2214.0|177.12|0.0||0.0|
1912|206|2025-06-27|09:48:11|processing|paypal|34764 Tracy Landing|West Amyfort|TX|32790|2340.23|186.74|6.04||0.0|
1218|79|2025-08-06|09:48:11|pending|bank_transfer|30958 Carlson Extension|Stephaniehaven|MH|89538|1422.89|115.68|0.48||23.56|Color billion son magazine nature nature.
216|452|2025-07-09|09:48:11|delivered|bank_transfer|89743 Robert Trail|Lake Michaelmouth|AS|81094|2330.73|186.46|0.0||0.0|
413|202|2025-09-19|09:48:11|pending|bank_transfer|357 Jackson Hills|Taraborough|NM|83789|6707.85|536.25|4.76||0.0|
1722|387|2025-05-09|09:48:11|cancelled|bank_transfer|191 Tammy Garden|Bettychester|GU|52109|4592.52|366.68|9.04||0.0|
128|240|2025-07-22|09:48:11|cancelled|debit_card|33793 Timothy Trafficway|Lindsayfurt|IL|52970|1372.65|109.81|0.0||0.0|
1743|299|2025-05-18|09:48:11|processing|credit_card|8263 Jennifer Crossroad Apt. 964|West James|CO|03861|2476.57|200.44|0.47||29.35|
415|223|2025-05-17|09:48:11|pending|credit_card|2081 Matthew Locks|South Bryan|WV|05362|3332.87|266.61|0.21||0.0|
1935|354|2025-09-21|09:48:11|pending|credit_card|376 Mccarthy Track Apt. 625|Carlsonside|CA|45965|6662.06|532.26|8.86||0.0|
109|274|2025-07-13|09:48:11|shipped|bank_transfer|50975 Gomez Avenue Suite 265|North Allison|MH|20648|1340.21|106.19|12.87||0.0|
789|8|2025-06-06|09:48:11|pending|debit_card|998 Donovan Ford Suite 346|Lake Debbie|NH|41942|1658.65|132.69|0.0||0.0|
1035|421|2025-05-06|09:48:11|shipped|debit_card|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|1837.03|146.96|0.0||0.0|
1315|61|2025-07-14|09:48:11|processing|bank_transfer|740 Scott Alley|Cooperland|ND|08398|518.12|40.82|7.86|LATER|0.0|
1496|255|2025-08-22|09:48:11|processing|paypal|742 John Fall Apt. 449|Faulknerborough|KY|63569|4112.99|328.79|3.14|PAGE|0.0|
1462|278|2025-08-23|09:48:11|processing|paypal|47554 Collin Bridge Apt. 555|Johnview|IL|77089|263.5|24.13|4.35|TEACHER|42.46|
206|68|2025-08-09|09:48:11|pending|bank_transfer|6793 Kevin Views|Lake Victoriaton|CO|53621|3932.1|313.46|13.83||0.0|
292|57|2025-06-24|09:48:11|shipped|bank_transfer|933 Elizabeth Pines|Lake Jesse|CT|54673|3461.29|276.44|5.85||0.0|
1896|317|2025-06-17|09:48:11|delivered|paypal|497 Ryan Roads|New Judith|ND|26761|4940.71|395.26|0.0||0.0|
491|171|2025-05-20|09:48:11|processing|credit_card|7879 Fisher Union|Jessicashire|KS|08551|8443.75|674.71|9.91||0.0|
9|381|2025-06-18|09:48:11|pending|paypal|5290 Welch Underpass Apt. 202|Port Lauraburgh|MO|42775|3039.61|242.93|3.0|LEARN|0.0|
869|393|2025-05-03|09:48:11|cancelled|credit_card|91862 John Rapid|West Christopherfurt|OK|92373|78.3|6.26|0.0||0.0|
1608|23|2025-07-27|09:48:11|shipped|credit_card|24994 Martinez Spurs|Kimton|FM|57127|3918.34|314.17|12.47||21.21|You field less.
1524|217|2025-06-08|09:48:11|delivered|paypal|27769 Turner Via|Hannahfurt|AS|40170|2454.29|196.15|2.39||0.0|
1252|37|2025-08-24|09:48:11|processing|debit_card|6797 Nelson Throughway Apt. 561|Erikashire|NM|69567|677.83|56.58|1.09||30.48|
1588|236|2025-05-15|09:48:11|processing|credit_card|750 Lee Common Apt. 361|East Frank|ME|08738|7646.85|611.75|0.0||0.0|
105|395|2025-06-21|09:48:11|cancelled|credit_card|272 Lisa Mills Apt. 908|Port Sarahport|CT|46252|3361.48|268.92|0.0||0.0|Interest country seven compare.
823|200|2025-04-03|09:48:11|shipped|credit_card|6246 Gallagher Port|Kellerside|OK|62081|3280.26|262.22|2.52||0.0|
1451|283|2025-04-19|09:48:11|cancelled|bank_transfer|14290 Susan Coves|Melissaland|ID|18750|950.61|76.05|0.0||0.0|
243|350|2025-04-03|09:48:11|delivered|bank_transfer|34324 Nicolas Heights Apt. 429|Robertborough|KY|26613|2857.38|228.59|0.0||0.0|
1807|159|2025-05-14|09:48:11|delivered|bank_transfer|09945 Brandon Mall|East Emily|RI|87129|5205.26|419.27|9.15||44.82|
507|52|2025-09-25|09:48:11|processing|bank_transfer|3210 Dougherty Way Suite 325|Jamesburgh|NM|67967|3818.16|304.32|14.15||0.0|
382|352|2025-05-02|09:48:11|shipped|paypal|78207 Watkins Square Suite 673|Jennifermouth|NJ|89440|1873.58|149.89|0.0||0.0|
1488|38|2025-05-07|09:48:11|processing|paypal|68388 Jones Wall|South Andrewland|VI|41534|2617.94|210.6|15.49||30.09|
1998|285|2025-06-13|09:48:11|cancelled|bank_transfer|49451 Hendricks Shore Suite 410|Griffinfort|GU|09323|344.39|31.22|0.0||45.85|
572|158|2025-06-17|09:48:11|pending|credit_card|407 Foley Plains|New Nicolebury|IL|77684|2927.51|233.21|12.42||0.0|
1536|494|2025-07-30|09:48:11|cancelled|debit_card|6191 Simpson Place Suite 682|Wagnerberg|MP|17473|1713.06|135.84|15.03||0.0|
1345|489|2025-07-31|09:48:11|pending|paypal|85277 Bennett Field Apt. 718|Lake Susanshire|MD|06764|1401.54|111.98|1.81||0.0|
402|322|2025-07-24|09:48:11|cancelled|credit_card|740 Matthew Green|West Pamela|AR|18757|5231.78|418.49|0.7||0.0|Space task fact arm author him.
637|192|2025-07-16|09:48:11|shipped|bank_transfer|478 Walker Turnpike Apt. 244|Martinezport|MT|24011|1770.79|143.74|8.58||34.53|
760|88|2025-09-08|09:48:11|processing|paypal|83670 Jennifer Course|East Phyllishaven|MT|92362|1971.78|157.05|8.6||0.0|
330|65|2025-08-08|09:48:11|processing|credit_card|54033 Julie Throughway Suite 393|Oscarside|SD|47589|1621.26|128.72|12.2||0.0|
187|318|2025-04-23|09:48:11|cancelled|debit_card|97052 Khan Mount Suite 025|West Rachel|NC|51700|2910.46|232.84|0.0||0.0|
373|143|2025-08-24|09:48:11|shipped|bank_transfer|73585 Quinn Brooks|Howardberg|KS|05676|2361.8|190.47|13.13||32.26|
90|482|2025-05-15|09:48:11|pending|paypal|33591 Curtis Land Suite 090|Victoriashire|VT|08999|6097.28|489.82|10.97||36.42|
207|435|2025-05-01|09:48:11|pending|paypal|75367 Randolph Mount Suite 249|West Davidfurt|GU|72680|4248.97|339.86|0.74||0.0|
202|305|2025-09-01|09:48:11|shipped|paypal|1644 Molina Locks|New Kimfort|RI|06670|3079.3|247.73|4.34||21.72|
712|56|2025-06-21|09:48:11|delivered|debit_card|78585 Bishop Fields Apt. 484|Stewartstad|OH|95090|2107.3|168.5|1.03||0.0|
1974|474|2025-07-25|09:48:11|pending|debit_card|4818 Jose Street|Suzanneburgh|OH|62582|3292.68|263.12|3.72||0.0|
1632|210|2025-07-25|09:48:11|processing|bank_transfer|3973 Aguilar Rue Suite 107|Ericksonview|CA|12989|5696.5|456.31|0.0||7.41|
1753|209|2025-08-24|09:48:11|processing|paypal|42069 Burke Drive Apt. 529|North Jenniferchester|WI|59969|1932.9|153.72|11.37||0.0|
1601|145|2025-04-27|09:48:11|delivered|bank_transfer|73109 Barrett Pine|Brandonbury|PA|94590|89.82|6.26|11.52|UNDER|0.0|
830|195|2025-04-09|09:48:11|pending|bank_transfer|13223 Martinez Curve Apt. 611|North Antonio|TN|67803|7165.13|573.21|0.0||0.0|
1971|241|2025-06-09|09:48:11|shipped|debit_card|34258 Gregory Brooks Apt. 410|West Stephen|MN|49305|9752.41|779.92|3.43||0.0|
1100|221|2025-04-03|09:48:11|processing|bank_transfer|6193 Anna Oval|Victoriastad|WI|06618|459.5|36.76|0.0||0.0|
860|295|2025-07-17|09:48:11|processing|paypal|9608 Christian Shores Apt. 550|Danielchester|KS|68749|1705.95|136.48|0.0||0.0|
1615|353|2025-09-07|09:48:11|shipped|paypal|225 Tara Inlet|South Aaron|FL|26768|4447.7|354.56|15.65|TRIP|0.0|
1688|393|2025-09-01|09:48:11|delivered|credit_card|91862 John Rapid|West Christopherfurt|OK|92373|3594.48|286.54|12.68||0.0|
1059|173|2025-08-14|09:48:11|shipped|paypal|674 Alyssa Mews Apt. 476|Stephaniechester|RI|85968|898.02|71.22|7.79||0.0|
1082|291|2025-08-15|09:48:11|pending|paypal|63399 Susan Port Suite 102|Amyland|NM|12836|4159.62|335.79|0.0|EVERYONE|37.81|
133|199|2025-04-15|09:48:11|delivered|paypal|70269 Hernandez Road|Harrisfort|NM|66665|4899.93|391.99|0.0||0.0|
1483|15|2025-07-06|09:48:11|processing|bank_transfer|231 Russell Plains Suite 603|Priceshire|UT|03061|2870.11|229.58|0.37||0.0|
367|70|2025-09-23|09:48:11|shipped|paypal|477 Michael Lane|Port Christinebury|VT|10135|3331.07|268.41|2.81|TOTAL|26.86|
1030|145|2025-05-06|09:48:11|shipped|credit_card|73109 Barrett Pine|Brandonbury|PA|94590|2995.51|238.92|9.04|RESPONSE|0.0|
1025|168|2025-05-07|09:48:11|cancelled|paypal|549 Sellers Mews|Veronicashire|AL|80650|67.91|4.39|13.07||0.0|
589|460|2025-04-12|09:48:11|pending|debit_card|52291 Thomas Stream|East Joann|GU|89950|5820.26|464.81|10.13||0.0|
1202|358|2025-08-04|09:48:11|delivered|credit_card|55029 Patrick Stream|West Saraport|NE|53026|6496.08|523.52|0.0||47.95|
1387|210|2025-08-31|09:48:11|shipped|bank_transfer|3973 Aguilar Rue Suite 107|Ericksonview|CA|12989|815.84|65.15|1.49|ITSELF|0.0|
691|486|2025-06-06|09:48:11|cancelled|paypal|869 Solomon Loaf|North Darrylfurt|NY|26985|5969.57|476.92|8.02||0.0|
462|252|2025-09-25|09:48:11|shipped|bank_transfer|31552 Richard Island|North Diane|KY|85690|1454.98|116.4|0.0||0.0|
629|316|2025-08-13|09:48:11|pending|bank_transfer|98038 Anna Park|Jennifertown|AS|64065|2274.08|180.97|11.99||0.0|Wife investment say guess.
479|237|2025-06-28|09:48:11|processing|bank_transfer|110 Nicholas Vista Apt. 207|North Ericaside|AR|39156|2029.6|162.37|0.0||0.0|
879|496|2025-07-02|09:48:11|pending|debit_card|1528 Bowen Orchard|West Paul|OK|23026|2274.7|181.56|5.23||0.0|
1370|368|2025-09-02|09:48:11|pending|bank_transfer|233 Thompson Rest Suite 841|Lake Mariah|CA|17874|2920.98|233.68|0.0||0.0|
6|327|2025-07-15|09:48:11|cancelled|debit_card|3204 Miller Gateway Suite 596|New Joshuaview|TN|33336|3689.04|297.88|7.29||41.75|
1565|114|2025-04-04|09:48:11|shipped|credit_card|9827 Alyssa Causeway Suite 978|Lake Beth|VA|17328|6526.06|522.08|0.0||0.0|Five avoid article long worker.
950|453|2025-08-17|09:48:11|shipped|paypal|9848 Williams Isle|South Bridgetland|NJ|55190|2330.21|186.42|0.0||0.0|
301|357|2025-05-18|09:48:11|cancelled|bank_transfer|7509 King Junction|West Michael|AK|59060|6701.8|535.42|9.07|TURN|0.0|
1901|6|2025-04-29|09:48:11|processing|bank_transfer|6701 Richard Junction Apt. 333|Stevenland|NV|72633|3862.28|312.52|5.22||49.4|
1702|402|2025-05-09|09:48:11|shipped|credit_card|90691 Kathleen Camp Apt. 079|Campbellfurt|NV|98551|4939.22|395.14|0.0|GROW|0.0|
1934|455|2025-06-26|09:48:11|delivered|paypal|44881 Tonya Well Apt. 031|Tammyville|WV|59652|5852.98|467.8|5.46||0.0|
1120|261|2025-06-28|09:48:11|pending|debit_card|1649 Jennifer Ways Apt. 271|Marisaside|VI|61685|1317.88|108.4|0.0|COUPLE|37.06|
401|303|2025-09-03|09:48:11|shipped|debit_card|25625 Charles Shoals|Nathanmouth|DE|01763|573.83|45.91|0.0||0.0|
1586|108|2025-04-07|09:48:11|cancelled|paypal|010 Hannah Mall|Jamesside|KS|62681|919.26|72.37|14.58|BLACK|0.0|
1010|169|2025-05-24|09:48:11|delivered|paypal|6683 Thomas Field Suite 562|Lake Alfredfort|TN|57744|521.36|41.33|4.79|CANDIDATE|0.0|
1255|315|2025-05-23|09:48:11|delivered|debit_card|7667 Rita Burg Suite 129|Kristinshire|NY|49405|6062.97|485.04|0.0||0.0|
1455|286|2025-06-01|09:48:11|processing|bank_transfer|1968 Jacqueline Freeway|Angelaberg|PW|14939|4592.08|369.49|7.31||33.89|
1374|31|2025-06-05|09:48:11|cancelled|paypal|496 Rodriguez Fort Suite 098|Rosebury|SD|08786|2440.04|195.2|0.0||0.0|
1740|423|2025-09-16|09:48:11|shipped|debit_card|971 Jason Locks|Johnsonfort|NE|61541|2615.79|208.7|7.04||0.0|
254|133|2025-09-04|09:48:11|pending|credit_card|343 James Gateway|Ericville|DE|10788|4966.95|397.36|0.0||0.0|
1570|118|2025-09-05|09:48:11|delivered|bank_transfer|3355 Carter Terrace|Barajastown|DE|88180|54.29|4.34|0.0|MENTION|0.0|
1769|108|2025-06-30|09:48:11|shipped|debit_card|010 Hannah Mall|Jamesside|KS|62681|973.32|76.71|14.48||0.0|
1317|43|2025-09-05|09:48:11|pending|credit_card|8862 Laurie Dam Suite 075|Port Ethanmouth|MH|67787|2984.96|238.79|0.14||0.0|
580|162|2025-07-31|09:48:11|shipped|bank_transfer|95512 Pittman Junction|Simsburgh|OK|79889|337.96|26.96|0.92||0.0|
1641|127|2025-09-20|09:48:11|shipped|paypal|842 Nielsen Ranch|North Allen|NC|66608|4068.93|329.19|3.11||49.05|
567|370|2025-07-03|09:48:11|cancelled|bank_transfer|772 Cameron Meadows Suite 175|West Warren|MD|70021|6023.74|481.43|5.89||0.0|
1416|130|2025-05-18|09:48:11|pending|credit_card|012 Frost Mews Apt. 143|Christopherton|VA|50875|2252.26|182.9|0.0||33.97|
1352|341|2025-06-27|09:48:11|shipped|bank_transfer|3149 Bennett Meadow Apt. 368|Timothyside|NY|32563|2143.99|171.51|0.12||0.0|
819|209|2025-05-08|09:48:11|cancelled|credit_card|42069 Burke Drive Apt. 529|North Jenniferchester|WI|59969|4702.6|375.34|10.91|BLUE|0.0|
1877|305|2025-04-27|09:48:11|shipped|credit_card|1644 Molina Locks|New Kimfort|RI|06670|5947.25|475.12|8.21||0.0|
353|188|2025-07-03|09:48:11|cancelled|credit_card|3754 Eddie Haven|Huberburgh|VT|70666|1055.49|83.64|10.0||0.0|Offer have fill section offer.
1610|447|2025-08-12|09:48:11|shipped|paypal|28333 Stein Courts Suite 666|Kerrybury|GA|82166|3183.38|254.67|0.0||0.0|
2000|500|2025-09-08|09:48:11|cancelled|credit_card|116 Johnson Vista Apt. 002|Nathanbury|OR|85349|5533.49|442.05|7.85||0.0|
526|410|2025-04-29|09:48:11|cancelled|bank_transfer|3792 Roberts Springs|South Jacksontown|CO|23550|3187.23|254.72|3.27||0.0|
731|466|2025-06-16|09:48:11|processing|credit_card|37681 Erin Plaza Suite 233|Alexandershire|MT|16266|1676.81|133.61|6.63||0.0|
336|372|2025-09-05|09:48:11|processing|bank_transfer|98741 John Islands|Wattsfort|IA|37219|6646.9|532.05|9.42||13.14|
730|203|2025-09-29|09:48:11|shipped|debit_card|48468 Gonzalez Locks Suite 987|Lewismouth|KY|84115|2040.38|162.89|4.28||0.0|Inside finish dark modern writer these.
1796|478|2025-04-12|09:48:11|pending|bank_transfer|30091 Osborne Creek|Lake Nicholas|NJ|83972|4996.61|399.46|3.38||0.0|
1512|137|2025-08-23|09:48:11|pending|paypal|449 Nelson Mills Suite 987|Lake Jimmy|KS|98002|7492.75|598.41|12.67||0.0|
1239|15|2025-05-24|09:48:11|delivered|credit_card|231 Russell Plains Suite 603|Priceshire|UT|03061|2581.89|205.96|7.41||0.0|Where it friend positive.
518|403|2025-07-22|09:48:11|processing|credit_card|76836 Mary Knoll|South Robert|MT|60870|5661.54|452.92|0.0||0.0|
887|127|2025-04-14|09:48:11|delivered|credit_card|842 Nielsen Ranch|North Allen|NC|66608|2800.56|224.04|0.0|SEAT|0.0|
1885|495|2025-09-03|09:48:11|pending|credit_card|6957 Anthony Crossing Apt. 482|Melissaview|KS|24428|5090.88|407.27|0.0||0.0|
1620|336|2025-04-17|09:48:11|cancelled|paypal|8150 Garcia Squares Suite 380|East Derrickfurt|VI|29364|1791.74|142.96|4.78|BEST|0.0|
689|381|2025-08-26|09:48:11|cancelled|paypal|5290 Welch Underpass Apt. 202|Port Lauraburgh|MO|42775|2005.57|159.52|11.55||0.0|
1946|421|2025-09-25|09:48:11|cancelled|debit_card|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|2451.21|195.53|7.12||0.0|
309|60|2025-07-14|09:48:11|pending|bank_transfer|8783 Erin Ranch Apt. 878|Port Amyhaven|ID|75566|3142.85|251.15|3.52||0.0|
227|196|2025-06-19|09:48:11|delivered|bank_transfer|2893 Cory Prairie Apt. 833|Georgeside|AL|95573|4399.89|351.14|10.59||0.0|
1719|8|2025-09-22|09:48:11|cancelled|credit_card|998 Donovan Ford Suite 346|Lake Debbie|NH|41942|233.23|17.52|14.27|KNOW|0.0|
472|432|2025-04-22|09:48:11|processing|paypal|192 Courtney Loop Suite 346|Port Ryanmouth|WI|52225|5520.95|441.68|0.0||0.0|
775|202|2025-09-05|09:48:11|processing|paypal|357 Jackson Hills|Taraborough|NM|83789|7676.71|613.92|2.73||0.0|
1544|264|2025-07-01|09:48:11|processing|debit_card|605 Maria Fords Apt. 027|Evansburgh|AK|72320|3282.8|265.22|6.31||38.78|Always factor business suffer customer maybe sea forget.
1514|185|2025-08-28|09:48:11|processing|paypal|62570 Paul Spurs Suite 804|Mullinsside|OK|27652|4019.85|320.45|14.23|MEET|0.0|Whatever event some example stay.
1779|369|2025-06-27|09:48:11|cancelled|paypal|749 Bonnie Wall|Gayview|WV|53869|4794.3|383.38|13.75||11.68|
1487|277|2025-06-08|09:48:11|pending|paypal|93106 Warren Squares Apt. 356|Brownchester|SD|07271|4040.12|323.02|2.4||0.0|Catch us team open tonight activity house.
1676|249|2025-09-19|09:48:11|shipped|bank_transfer|48413 Jenkins Track|West Charlesville|NY|43232|220.86|17.51|2.02|RECENTLY|0.0|
1937|149|2025-07-19|09:48:11|processing|paypal|679 Jeffrey Highway|South Ashleyton|OH|52823|299.7|23.03|11.77||0.0|
630|422|2025-05-18|09:48:11|cancelled|credit_card|3365 Joshua Shoal|West Kayleeville|ME|19092|1939.99|156.25|15.42||28.56|
